CNPJ_CIA;DENOM_CIA;DT_REFER;CD_CVM;ID_DOC;VERSAO;stock.type;stock.class;qtd.issued
00.649.881/0001-76;GTD PARTICIPACOES SA;2010-01-01;14915;5344;3;ON;0;84761786
00.649.881/0001-76;GTD PARTICIPACOES SA;2010-01-01;14915;5344;3;PN;0;81593777
00.649.881/0001-76;GTD PARTICIPACOES SA;2011-01-01;14915;16878;3;ON;0;84761786
00.649.881/0001-76;GTD PARTICIPACOES SA;2011-01-01;14915;16878;3;PN;0;81593777
00.649.881/0001-76;GTD PARTICIPACOES SA;2012-01-01;14915;20024;4;ON;0;84761786
00.649.881/0001-76;GTD PARTICIPACOES SA;2012-01-01;14915;20024;4;PN;0;81593777
00.649.881/0001-76;GTD PARTICIPACOES SA;2013-01-01;14915;31893;5;ON;0;84761786
00.649.881/0001-76;GTD PARTICIPACOES SA;2013-01-01;14915;31893;5;PN;0;81593777
00.649.881/0001-76;GTD PARTICIPACOES SA;2014-01-01;14915;41883;7;ON;0;84761786
00.649.881/0001-76;GTD PARTICIPACOES SA;2014-01-01;14915;41883;7;PN;0;81593777
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2010-01-01;14923;5825;5;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2010-01-01;14923;5825;5;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2011-01-01;14923;15165;5;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2011-01-01;14923;15165;5;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2012-01-01;14923;26059;10;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2012-01-01;14923;26059;10;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2013-01-01;14923;34037;4;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2013-01-01;14923;34037;4;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2014-01-01;14923;40548;2;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2014-01-01;14923;40548;2;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2015-01-01;14923;48194;1;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2015-01-01;14923;48194;1;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2016-01-01;14923;62701;3;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2016-01-01;14923;62701;3;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2017-01-01;14923;73558;1;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2017-01-01;14923;73558;1;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2018-01-01;14923;82275;3;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2018-01-01;14923;82275;3;PN;0;0
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2019-01-01;14923;84559;1;ON;0;16918
61.101.895/0001-45;SANTHER FAB DE PAPEL STA THEREZINHA S.A.;2019-01-01;14923;84559;1;PN;0;0
60.394.723/0001-44;DIXIE TOGA SA;2010-01-01;14931;5177;2;NA;NA;NA
60.394.723/0001-44;DIXIE TOGA SA;2011-01-01;14931;9027;1;ON;0;191100116
60.394.723/0001-44;DIXIE TOGA SA;2011-01-01;14931;9027;1;PN;0;83709922
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2010-01-01;14966;2875;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2010-01-01;14966;2875;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2011-01-01;14966;11606;2;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2011-01-01;14966;11606;2;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2012-01-01;14966;21606;2;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2012-01-01;14966;21606;2;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2013-01-01;14966;41689;2;ON;0;29188116
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2013-01-01;14966;41689;2;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2014-01-01;14966;42927;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2014-01-01;14966;42927;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2015-01-01;14966;52336;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2015-01-01;14966;52336;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2016-01-01;14966;57433;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2016-01-01;14966;57433;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2017-01-01;14966;66465;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2017-01-01;14966;66465;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2018-01-01;14966;75700;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2018-01-01;14966;75700;1;PN;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2019-01-01;14966;84419;1;ON;0;0
00.545.378/0001-70;SERRA AZUL WATER PARK SA;2019-01-01;14966;84419;1;PN;0;0
74.409.467/0001-26;FENICIAPAR S/A;2010-01-01;15024;9978;1;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2010-01-01;15024;9978;1;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2010-01-01;15024;9978;1;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2011-01-01;15024;9012;1;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2011-01-01;15024;9012;1;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2011-01-01;15024;9012;1;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2012-01-01;15024;27947;2;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2012-01-01;15024;27947;2;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2012-01-01;15024;27947;2;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2013-01-01;15024;32668;3;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2013-01-01;15024;32668;3;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2013-01-01;15024;32668;3;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2014-01-01;15024;36843;1;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2014-01-01;15024;36843;1;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2014-01-01;15024;36843;1;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2015-01-01;15024;47606;2;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2015-01-01;15024;47606;2;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2015-01-01;15024;47606;2;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2016-01-01;15024;57701;2;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2016-01-01;15024;57701;2;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2016-01-01;15024;57701;2;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2017-01-01;15024;70557;2;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2017-01-01;15024;70557;2;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2017-01-01;15024;70557;2;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2018-01-01;15024;82869;2;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2018-01-01;15024;82869;2;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2018-01-01;15024;82869;2;PN;2;58955000
74.409.467/0001-26;FENICIAPAR S/A;2019-01-01;15024;84140;1;ON;0;29502000
74.409.467/0001-26;FENICIAPAR S/A;2019-01-01;15024;84140;1;PN;1;10000
74.409.467/0001-26;FENICIAPAR S/A;2019-01-01;15024;84140;1;PN;2;58955000
00.354.053/0001-00;KOSMOS COM;2018-01-01;15083;82868;2;NA;NA;NA
00.354.053/0001-00;KOSMOS COM;2019-01-01;15083;84459;1;NA;NA;NA
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2010-01-01;15091;8214;6;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2010-01-01;15091;8214;6;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2010-01-01;15091;8214;6;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2010-01-01;15091;8214;6;PN;3;7772020
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2011-01-01;15091;16057;4;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2011-01-01;15091;16057;4;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2011-01-01;15091;16057;4;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2011-01-01;15091;16057;4;PN;3;6590984
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2012-01-01;15091;23029;6;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2012-01-01;15091;23029;6;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2012-01-01;15091;23029;6;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2012-01-01;15091;23029;6;PN;3;6590984
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2013-01-01;15091;32369;2;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2013-01-01;15091;32369;2;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2013-01-01;15091;32369;2;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2013-01-01;15091;32369;2;PN;3;6590984
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2014-01-01;15091;42104;2;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2014-01-01;15091;42104;2;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2014-01-01;15091;42104;2;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2014-01-01;15091;42104;2;PN;3;6590984
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2015-01-01;15091;49129;5;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2015-01-01;15091;49129;5;PN;1;730
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2015-01-01;15091;49129;5;PN;2;28385274
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2015-01-01;15091;49129;5;PN;3;847640
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2016-01-01;15091;65069;4;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2016-01-01;15091;65069;4;PN;0;28386004
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2017-01-01;15091;71893;4;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2017-01-01;15091;71893;4;PN;0;28386004
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2018-01-01;15091;83213;9;ON;0;247128345
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2018-01-01;15091;83213;9;PN;0;28386004
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2019-01-01;15091;92203;7;ON;0;215495403
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2019-01-01;15091;92203;7;PN;0;0
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2020-01-01;15091;93753;1;ON;0;215495403
00.743.065/0001-27;LITEL PARTICIPACOES S.A.;2020-01-01;15091;93753;1;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2010-01-01;15113;2992;2;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2010-01-01;15113;2992;2;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2011-01-01;15113;9161;1;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2011-01-01;15113;9161;1;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2012-01-01;15113;19420;4;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2012-01-01;15113;19420;4;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2013-01-01;15113;28971;2;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2013-01-01;15113;28971;2;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2014-01-01;15113;39437;2;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2014-01-01;15113;39437;2;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2015-01-01;15113;55294;3;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2015-01-01;15113;55294;3;PN;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2016-01-01;15113;61663;1;ON;0;0
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;2016-01-01;15113;61663;1;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2010-01-01;15121;3594;3;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2010-01-01;15121;3594;3;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2011-01-01;15121;9196;1;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2011-01-01;15121;9196;1;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2012-01-01;15121;18915;1;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2012-01-01;15121;18915;1;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2013-01-01;15121;28968;1;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2013-01-01;15121;28968;1;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2014-01-01;15121;44985;5;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2014-01-01;15121;44985;5;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2015-01-01;15121;52652;4;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2015-01-01;15121;52652;4;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2016-01-01;15121;57204;1;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2016-01-01;15121;57204;1;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2017-01-01;15121;68960;3;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2017-01-01;15121;68960;3;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2018-01-01;15121;76203;2;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2018-01-01;15121;76203;2;PN;0;0
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2019-01-01;15121;85518;2;ON;0;9.8e+07
69.720.910/0001-45;CCB BRASIL ARRENDAMENTO MERCANTIL S.A.;2019-01-01;15121;85518;2;PN;0;0
92.692.979/0001-24;BANRISUL S.A. ADMINISTRADORA DE CONS;2010-01-01;15130;1496;1;ON;0;0
92.692.979/0001-24;BANRISUL S.A. ADMINISTRADORA DE CONS;2010-01-01;15130;1496;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2010-01-01;15199;2932;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2010-01-01;15199;2932;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2011-01-01;15199;8013;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2011-01-01;15199;8013;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2012-01-01;15199;18455;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2012-01-01;15199;18455;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2013-01-01;15199;28249;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2013-01-01;15199;28249;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2014-01-01;15199;44673;2;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2014-01-01;15199;44673;2;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2015-01-01;15199;47817;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2015-01-01;15199;47817;1;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2016-01-01;15199;62838;2;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2016-01-01;15199;62838;2;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2017-01-01;15199;67625;2;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2017-01-01;15199;67625;2;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2018-01-01;15199;80363;3;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2018-01-01;15199;80363;3;PN;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2019-01-01;15199;84448;1;ON;0;0
00.897.864/0001-58;SANTA CATARINA PART INVEST SA;2019-01-01;15199;84448;1;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2010-01-01;1520;3204;2;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2010-01-01;1520;3204;2;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2011-01-01;1520;17980;10;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2011-01-01;1520;17980;10;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2012-01-01;1520;28144;8;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2012-01-01;1520;28144;8;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2013-01-01;1520;30125;5;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2013-01-01;1520;30125;5;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2014-01-01;1520;47655;7;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2014-01-01;1520;47655;7;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2015-01-01;1520;56657;5;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2015-01-01;1520;56657;5;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2016-01-01;1520;65930;3;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2016-01-01;1520;65930;3;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2017-01-01;1520;74359;3;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2017-01-01;1520;74359;3;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2018-01-01;1520;84048;8;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2018-01-01;1520;84048;8;PN;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2019-01-01;1520;93372;6;ON;0;0
60.851.615/0001-53;BARDELLA S.A. INDUSTRIAS MECANICAS;2019-01-01;1520;93372;6;PN;0;0
00.864.214/0001-06;ENERGISA S.A.;2010-01-01;15253;8050;11;ON;0;0
00.864.214/0001-06;ENERGISA S.A.;2010-01-01;15253;8050;11;PN;0;0
00.864.214/0001-06;ENERGISA S.A.;2011-01-01;15253;16636;4;ON;0;522604096
00.864.214/0001-06;ENERGISA S.A.;2011-01-01;15253;16636;4;PN;0;577253459
00.864.214/0001-06;ENERGISA S.A.;2012-01-01;15253;27954;12;ON;0;592714397
00.864.214/0001-06;ENERGISA S.A.;2012-01-01;15253;27954;12;PN;0;652976492
00.864.214/0001-06;ENERGISA S.A.;2013-01-01;15253;37413;9;ON;0;592714397
00.864.214/0001-06;ENERGISA S.A.;2013-01-01;15253;37413;9;PN;0;652976492
00.864.214/0001-06;ENERGISA S.A.;2014-01-01;15253;47267;9;ON;0;592714397
00.864.214/0001-06;ENERGISA S.A.;2014-01-01;15253;47267;9;PN;0;652976492
00.864.214/0001-06;ENERGISA S.A.;2015-01-01;15253;55471;14;ON;0;641553423
00.864.214/0001-06;ENERGISA S.A.;2015-01-01;15253;55471;14;PN;0;695046557
00.864.214/0001-06;ENERGISA S.A.;2016-01-01;15253;64720;12;ON;0;720210378
00.864.214/0001-06;ENERGISA S.A.;2016-01-01;15253;64720;12;PN;0;1009616927
00.864.214/0001-06;ENERGISA S.A.;2017-01-01;15253;74952;18;ON;0;720210378
00.864.214/0001-06;ENERGISA S.A.;2017-01-01;15253;74952;18;PN;0;1009616927
00.864.214/0001-06;ENERGISA S.A.;2018-01-01;15253;84470;16;ON;0;755993938
00.864.214/0001-06;ENERGISA S.A.;2018-01-01;15253;84470;16;PN;0;1058567972
00.864.214/0001-06;ENERGISA S.A.;2019-01-01;15253;93244;11;ON;0;755993938
00.864.214/0001-06;ENERGISA S.A.;2019-01-01;15253;93244;11;PN;0;1058567972
00.864.214/0001-06;ENERGISA S.A.;2020-01-01;15253;94043;2;ON;0;755993938
00.864.214/0001-06;ENERGISA S.A.;2020-01-01;15253;94043;2;PN;0;1058567972
00.866.577/0001-80;SAUIPE SA;2010-01-01;15261;1298;1;ON;0;0
00.866.577/0001-80;SAUIPE SA;2010-01-01;15261;1298;1;PN;0;0
00.866.577/0001-80;SAUIPE SA;2011-01-01;15261;13879;6;ON;0;267881664
00.866.577/0001-80;SAUIPE SA;2011-01-01;15261;13879;6;PN;0;535762529
00.866.577/0001-80;SAUIPE SA;2012-01-01;15261;23676;4;ON;0;300007493
00.866.577/0001-80;SAUIPE SA;2012-01-01;15261;23676;4;PN;0;600014187
00.866.577/0001-80;SAUIPE SA;2013-01-01;15261;33929;5;ON;0;300007493
00.866.577/0001-80;SAUIPE SA;2013-01-01;15261;33929;5;PN;0;600014187
00.866.577/0001-80;SAUIPE SA;2014-01-01;15261;43821;6;ON;0;300007493
00.866.577/0001-80;SAUIPE SA;2014-01-01;15261;43821;6;PN;0;600014187
00.866.577/0001-80;SAUIPE SA;2015-01-01;15261;49020;2;ON;0;300007493
00.866.577/0001-80;SAUIPE SA;2015-01-01;15261;49020;2;PN;0;600014187
00.866.577/0001-80;SAUIPE SA;2016-01-01;15261;61348;4;ON;0;314849449
00.866.577/0001-80;SAUIPE SA;2016-01-01;15261;61348;4;PN;0;629698099
00.866.577/0001-80;SAUIPE SA;2017-01-01;15261;70762;5;ON;0;314849449
00.866.577/0001-80;SAUIPE SA;2017-01-01;15261;70762;5;PN;0;629698099
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2010-01-01;15300;5159;3;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2010-01-01;15300;5159;3;PN;0;16726290
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2011-01-01;15300;14946;4;ON;0;0
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2011-01-01;15300;14946;4;PN;0;0
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2012-01-01;15300;26449;7;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2012-01-01;15300;26449;7;PN;2;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2012-01-01;15300;26449;7;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2013-01-01;15300;36596;6;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2013-01-01;15300;36596;6;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2013-01-01;15300;36596;6;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2014-01-01;15300;47623;7;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2014-01-01;15300;47623;7;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2014-01-01;15300;47623;7;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2015-01-01;15300;54421;3;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2015-01-01;15300;54421;3;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2015-01-01;15300;54421;3;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2016-01-01;15300;65093;8;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2016-01-01;15300;65093;8;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2016-01-01;15300;65093;8;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2017-01-01;15300;74364;6;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2017-01-01;15300;74364;6;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2017-01-01;15300;74364;6;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2018-01-01;15300;82153;5;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2018-01-01;15300;82153;5;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2018-01-01;15300;82153;5;PN;28;5129741
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2019-01-01;15300;92944;3;ON;0;690816080
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2019-01-01;15300;92944;3;PN;1;69380885
24.962.466/0001-36;RUMO MALHA NORTE S.A.;2019-01-01;15300;92944;3;PN;28;5129741
00.257.846/0001-01;BOMBRIL HOLDING SA;2011-01-01;15334;10128;2;ON;0;2518669579
00.257.846/0001-01;BOMBRIL HOLDING SA;2011-01-01;15334;10128;2;PN;1;2449120502
28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUI;2010-01-01;15342;4075;2;ON;0;5876012
28.152.650/0001-71;EDP ESPIRITO SANTO DISTRIBUI;2010-01-01;15342;4075;2;PN;0;0
